,Date,priceUSD
3807,2020/12/18,22874.0
3808,2020/12/19,23341.0
3809,2020/12/20,23594.0
3810,2020/12/21,23257.0
3811,2020/12/22,23084.0
3812,2020/12/23,23562.0
3813,2020/12/24,23307.0
3814,2020/12/25,24013.0
3815,2020/12/26,25252.0
3816,2020/12/27,27061.0
3817,2020/12/28,26978.0
3818,2020/12/29,26678.0
3819,2020/12/30,28128.0
3820,2020/12/31,28876.0
3821,2021/01/01,29260.0
3822,2021/01/02,30703.0
3823,2021/01/03,33457.0
3824,2021/01/04,31858.0
3825,2021/01/05,32246.0
3826,2021/01/06,34854.0
3827,2021/01/07,38029.0
3828,2021/01/08,39789.0
3829,2021/01/09,40392.0
3830,2021/01/10,39729.0
3831,2021/01/11,34315.0
3832,2021/01/12,34860.0
3833,2021/01/13,34653.0
3834,2021/01/14,38495.0
3835,2021/01/15,37496.0
3836,2021/01/16,36863.0
3837,2021/01/17,35675.0
3838,2021/01/18,36046.0
3839,2021/01/19,36868.0
3840,2021/01/20,35175.0
3841,2021/01/21,32969.0
3842,2021/01/22,31849.0
3843,2021/01/23,32346.0
3844,2021/01/24,32240.0
3845,2021/01/25,33356.0
3846,2021/01/26,32051.0
3847,2021/01/27,31173.0
3848,2021/01/28,31756.0
3849,2021/01/29,35032.0
3850,2021/01/30,34058.0
3851,2021/01/31,33452.0
3852,2021/02/01,33701.0
3853,2021/02/02,34689.0
3854,2021/02/03,36550.0
3855,2021/02/04,37530.0
3856,2021/02/05,37607.0
3857,2021/02/06,39803.0
3858,2021/02/07,38705.0
3859,2021/02/08,40920.0
3860,2021/02/09,46682.0
3861,2021/02/10,45766.0
3862,2021/02/11,46240.0
3863,2021/02/12,47590.0
3864,2021/02/13,47268.0
3865,2021/02/14,48570.0
3866,2021/02/15,47853.0
3867,2021/02/16,48845.0
3868,2021/02/17,50897.0
3869,2021/02/18,51901.0
3870,2021/02/19,53058.0
3871,2021/02/20,56272.0
3872,2021/02/21,57022.0
3873,2021/02/22,54729.0
3874,2021/02/23,48981.0
3875,2021/02/24,49790.0
3876,2021/02/25,49992.0
3877,2021/02/26,46648.0
3878,2021/02/27,47126.0
3879,2021/02/28,44822.0
3880,2021/03/01,47582.0
3881,2021/03/02,48631.0
3882,2021/03/03,50406.0
3883,2021/03/04,49417.0
3884,2021/03/05,47709.0
3885,2021/03/06,48591.0
3886,2021/03/07,50194.0
3887,2021/03/08,50778.0
3888,2021/03/09,53969.0
3889,2021/03/10,55356.0
3890,2021/03/11,56264.0
3891,2021/03/12,56840.0
3892,2021/03/13,58772.0
3893,2021/03/14,60475.0
3894,2021/03/15,57111.0
3895,2021/03/16,55340.0
3896,2021/03/17,56137.0
3897,2021/03/18,58477.0
3898,2021/03/19,58278.0
3899,2021/03/20,58776.0
3900,2021/03/21,57303.0
3901,2021/03/22,56801.0
3902,2021/03/23,54699.0
3903,2021/03/24,55143.0
3904,2021/03/25,52127.0
3905,2021/03/26,53208.0
3906,2021/03/27,55175.0
3907,2021/03/28,55835.0
3908,2021/03/29,56910.0
3909,2021/03/30,58349.0
3910,2021/03/31,58700.0
3911,2021/04/01,58868.0
3912,2021/04/02,59266.0
3913,2021/04/03,58933.0
3914,2021/04/04,57705.0
3915,2021/04/05,58085.0
3916,2021/04/06,58460.0
3917,2021/04/07,56977.0
3918,2021/04/08,57176.0
3919,2021/04/09,58209.0
3920,2021/04/10,59866.0
3921,2021/04/11,59794.0
3922,2021/04/12,60108.0
3923,2021/04/13,62149.0
3924,2021/04/14,63438.0
3925,2021/04/15,62899.0
3926,2021/04/16,61731.0
3927,2021/04/17,61305.0
3928,2021/04/18,56083.0
3929,2021/04/19,56387.0
3930,2021/04/20,55518.0
3931,2021/04/21,55452.0
3932,2021/04/22,53812.0
3933,2021/04/23,49891.0
3934,2021/04/24,50077.0
3935,2021/04/25,49657.0
3936,2021/04/26,53000.0
3937,2021/04/27,54583.0
3938,2021/04/28,54785.0
3939,2021/04/29,53891.0
3940,2021/04/30,55260.0
3941,2021/05/01,57787.0
3942,2021/05/02,56860.0
3943,2021/05/03,57912.0
3944,2021/05/04,55308.0
3945,2021/05/05,55872.0
3946,2021/05/06,56974.0
3947,2021/05/07,56818.0
3948,2021/05/08,58527.0
3949,2021/05/09,57981.0
3950,2021/05/10,57763.0
3951,2021/05/11,55852.0
3952,2021/05/12,55961.0
3953,2021/05/13,49849.0
3954,2021/05/14,50185.0
3955,2021/05/15,48875.0
3956,2021/05/16,47738.0
3957,2021/05/17,44336.0
3958,2021/05/18,44192.0
3959,2021/05/19,39146.0
3960,2021/05/20,39826.0
3961,2021/05/21,39137.0
3962,2021/05/22,37516.0
3963,2021/05/23,35087.0
3964,2021/05/24,37011.0
3965,2021/05/25,38084.0
3966,2021/05/26,39251.0
3967,2021/05/27,38812.0
3968,2021/05/28,36624.0
3969,2021/05/29,35265.0
3970,2021/05/30,35480.0
3971,2021/05/31,36154.0
3972,2021/06/01,36599.0
3973,2021/06/02,37295.0
3974,2021/06/03,38539.0
3975,2021/06/04,37117.0
3976,2021/06/05,36607.0
3977,2021/06/06,35953.0
3978,2021/06/07,35888.0
3979,2021/06/08,32877.0
3980,2021/06/09,34833.0
3981,2021/06/10,36990.0
3982,2021/06/11,36990.0
3983,2021/06/12,35728.0
3984,2021/06/13,36366.0
3985,2021/06/14,39660.0
3986,2021/06/15,40204.0
3987,2021/06/16,39423.0
3988,2021/06/17,38607.0
3989,2021/06/18,37005.0
3990,2021/06/19,35757.0
3991,2021/06/20,35080.0
3992,2021/06/21,33176.0
3993,2021/06/22,32011.0
3994,2021/06/23,33745.0
3995,2021/06/24,33747.0
3996,2021/06/25,33376.0
3997,2021/06/26,31488.0
3998,2021/06/27,33067.0
3999,2021/06/28,34472.0
4000,2021/06/29,35544.0
4001,2021/06/30,34930.0
4002,2021/07/01,33731.0
4003,2021/07/02,33285.0
4004,2021/07/03,34298.0
4005,2021/07/04,35271.0
4006,2021/07/05,34100.0
4007,2021/07/06,34153.0
4008,2021/07/07,34557.0
4009,2021/07/08,32896.0
4010,2021/07/09,33163.0
4011,2021/07/10,33705.0
4012,2021/07/11,33795.0
4013,2021/07/12,33701.0
4014,2021/07/13,32855.0
4015,2021/07/14,32489.0
4016,2021/07/15,32109.0
4017,2021/07/16,31750.0
4018,2021/07/17,31556.0
4019,2021/07/18,31763.0
4020,2021/07/19,31188.0
4021,2021/07/20,29837.0
4022,2021/07/21,31172.0
4023,2021/07/22,32128.0
4024,2021/07/23,32475.0
4025,2021/07/24,33847.0
4026,2021/07/25,34348.0
4027,2021/07/26,38286.0
4028,2021/07/27,37661.0
4029,2021/07/28,39851.0
4030,2021/07/29,39851.0
4031,2021/07/30,39610.0
4032,2021/07/31,41622.0
4033,2021/08/01,41514.0
4034,2021/08/02,39591.0
4035,2021/08/03,38471.0
4036,2021/08/04,38711.0
4037,2021/08/05,39416.0
4038,2021/08/06,41331.0
4039,2021/08/07,43524.0
4040,2021/08/08,44325.0
4041,2021/08/09,44866.0
4042,2021/08/10,45589.0
4043,2021/08/11,46075.0
4044,2021/08/12,44927.0
4045,2021/08/13,46133.0
4046,2021/08/14,47095.0
4047,2021/08/15,46413.0
4048,2021/08/16,46913.0
4049,2021/08/17,45963.0
4050,2021/08/18,45125.0
4051,2021/08/19,45200.0
4052,2021/08/20,47750.0
4053,2021/08/21,49017.0
4054,2021/08/22,48868.0
4055,2021/08/23,49864.0
4056,2021/08/24,48904.0
4057,2021/08/25,48247.0
4058,2021/08/26,47348.0
4059,2021/08/27,47710.0
4060,2021/08/28,48876.0
4061,2021/08/29,48633.0
4062,2021/08/30,48075.0
4063,2021/08/31,47296.0
4064,2021/09/01,47671.0
4065,2021/09/02,49644.0
4066,2021/09/03,49885.0
4067,2021/09/04,50052.0
4068,2021/09/05,50328.0
4069,2021/09/06,51762.0
4070,2021/09/07,49996.0
4071,2021/09/08,46294.0
4072,2021/09/09,46406.0
4073,2021/09/10,45928.0
4074,2021/09/11,45367.0
4075,2021/09/12,45624.0
4076,2021/09/13,44807.0
4077,2021/09/14,46027.0
4078,2021/09/15,47555.0
4079,2021/09/16,47895.0
4080,2021/09/17,47571.0
4081,2021/09/18,48211.0
4082,2021/09/19,47731.0
4083,2021/09/20,44664.0
4084,2021/09/21,42474.0
4085,2021/09/22,42525.0
4086,2021/09/23,44068.0
4087,2021/09/24,43142.0
4088,2021/09/25,42569.0
4089,2021/09/26,42793.0
4090,2021/09/27,43533.0
4091,2021/09/28,41958.0
4092,2021/09/29,41870.0
4093,2021/09/30,43259.0
4094,2021/10/01,45991.0
4095,2021/10/02,47827.0
4096,2021/10/03,48014.0
4097,2021/10/04,48102.0
4098,2021/10/05,49987.0
4099,2021/10/06,52731.0
4100,2021/10/07,54374.0
4101,2021/10/08,54422.0
4102,2021/10/09,54742.0
4103,2021/10/10,55138.0
24,2021/10/11,56648.0
25,2021/10/12,56645.0
26,2021/10/13,56000.0
27,2021/10/14,57661.0
28,2021/10/15,59735.0
29,2021/10/16,61309.0
30,2021/10/17,60859.0
31,2021/10/18,61801.0
32,2021/10/19,62672.0
33,2021/10/20,64842.0
34,2021/10/21,64384.0
35,2021/10/22,62236.0
36,2021/10/23,61072.0
37,2021/10/24,60729.0
38,2021/10/25,62611.0
39,2021/10/26,62362.0
40,2021/10/27,59558.0
41,2021/10/28,60198.0
42,2021/10/29,61532.0
43,2021/10/30,61625.0
44,2021/10/31,61102.0
45,2021/11/01,61287.0
46,2021/11/02,62481.0
47,2021/11/03,62829.0
48,2021/11/04,61830.0
49,2021/11/05,61493.0
50,2021/11/06,60938.0
51,2021/11/07,62105.0
52,2021/11/08,65725.0
53,2021/11/09,67547.0
54,2021/11/10,66810.0
55,2021/11/11,64900.0
56,2021/11/12,64162.0
57,2021/11/13,64030.0
58,2021/11/14,64468.0
59,2021/11/15,65132.0
60,2021/11/16,60894.0
61,2021/11/17,59850.0
62,2021/11/18,59049.0
63,2021/11/19,57169.0
64,2021/11/20,58631.0
65,2021/11/21,59111.0
66,2021/11/22,57360.0
67,2021/11/23,56882.0
68,2021/11/24,56748.0
69,2021/11/25,58177.0
70,2021/11/26,55921.0
71,2021/11/27,54662.0
72,2021/11/28,54581.0
73,2021/11/29,57563.0
74,2021/11/30,57338.0
75,2021/12/01,57373.0
76,2021/12/02,56692.0
77,2021/12/03,55868.0
78,2021/12/04,49075.0
79,2021/12/05,49085.0
80,2021/12/06,48807.0
81,2021/12/07,50984.0
82,2021/12/08,50293.0
83,2021/12/09,49089.0
84,2021/12/10,48247.0
85,2021/12/11,48444.0
86,2021/12/12,49536.0
87,2021/12/13,48237.0
88,2021/12/14,47180.0
89,2021/12/15,48126.0
90,2021/12/16,48590.0
91,2021/12/17,47079.0
92,2021/12/18,46612.0
93,2021/12/19,47192.0
94,2021/12/20,46424.0
95,2021/12/21,48396.0
96,2021/12/22,48978.0
97,2021/12/23,49064.0
98,2021/12/24,51034.0
99,2021/12/25,50830.0
100,2021/12/26,50143.0
101,2021/12/27,51062.0
102,2021/12/28,48887.0
103,2021/12/29,47594.0
104,2021/12/30,47092.0
105,2021/12/31,47298.0
106,2022/01/01,47103.0
107,2022/01/02,47238.0
108,2022/01/03,46829.0
109,2022/01/04,46438.0
110,2022/01/05,45916.0
111,2022/01/06,43100.0
112,2022/01/07,42023.0
113,2022/01/08,41706.0
114,2022/01/09,41902.0
115,2022/01/10,41605.0
116,2022/01/11,42189.0
117,2022/01/12,43175.0
118,2022/01/13,43433.0
119,2022/01/14,42745.0
120,2022/01/15,43128.0
121,2022/01/16,43093.0
122,2022/01/17,42545.0
123,2022/01/18,41930.0
124,2022/01/19,41916.0
125,2022/01/20,42215.0
126,2022/01/21,38697.0
127,2022/01/22,35519.0
128,2022/01/23,35411.0
129,2022/01/24,35098.0
130,2022/01/25,36508.0
131,2022/01/26,37493.0
132,2022/01/27,36352.0
133,2022/01/28,37038.0
134,2022/01/29,37817.0
135,2022/01/30,37953.0
136,2022/01/31,37556.0
137,2022/02/01,38555.0
138,2022/02/02,38061.0
139,2022/02/03,36802.0
140,2022/02/04,38631.0
141,2022/02/05,41523.0
142,2022/02/06,41593.0
143,2022/02/07,43092.0
144,2022/02/08,43854.0
145,2022/02/09,43922.0
146,2022/02/10,44331.0
147,2022/02/11,43185.0
148,2022/02/12,42333.0
149,2022/02/13,42336.0
150,2022/02/14,42232.0
151,2022/02/15,43867.0
152,2022/02/16,43998.0
153,2022/02/17,42666.0
154,2022/02/18,40411.0
155,2022/02/19,40065.0
156,2022/02/20,38767.0
157,2022/02/21,38507.0
158,2022/02/22,37400.0
159,2022/02/23,38221.0
160,2022/02/24,36117.0
161,2022/02/25,38813.0
162,2022/02/26,39217.0
163,2022/02/27,38714.0
164,2022/02/28,39337.0
165,2022/03/01,43632.0
166,2022/03/02,44055.0
167,2022/03/03,43130.0
168,2022/03/04,40909.0
169,2022/03/05,39056.0
170,2022/03/06,38897.0
171,2022/03/07,38233.0
172,2022/03/08,38584.0
173,2022/03/09,41317.0
174,2022/03/10,39547.0
175,2022/03/11,38901.0
176,2022/03/12,38996.0
177,2022/03/13,38776.0
178,2022/03/14,38654.0
179,2022/03/15,38933.0
180,2022/03/16,40098.0
181,2022/03/17,40722.0
182,2022/03/18,40678.0
183,2022/03/19,41493.0
184,2022/03/20,41413.0
185,2022/03/21,41100.0
186,2022/03/22,42431.0
187,2022/03/23,42247.0
188,2022/03/24,43324.0
189,2022/03/25,44274.0
190,2022/03/26,44390.0
191,2022/03/27,44930.0
192,2022/03/28,47302.0
193,2022/03/29,47546.0
194,2022/03/30,47240.0
195,2022/03/31,46673.0
196,2022/04/01,45524.0
197,2022/04/02,46450.0
198,2022/04/03,46321.0
199,2022/04/04,46041.0
200,2022/04/05,46345.0
201,2022/04/06,44634.0
202,2022/04/07,43453.0
203,2022/04/08,43305.0
204,2022/04/09,42453.0
205,2022/04/10,42755.0
206,2022/04/11,41238.0
207,2022/04/12,39931.0
208,2022/04/13,40459.0
209,2022/04/14,40705.0
210,2022/04/15,40226.0
211,2022/04/16,40399.0
212,2022/04/17,40318.0
213,2022/04/18,39660.0
