,Date,median_transaction_fee3momUSD,fee_to_reward7momUSD,top100cap7mom,mining_profitability7rsi,top100cap14mom,price3wmaUSD,transactionvalue90emaUSD,difficulty30sma,fee_to_reward90smaUSD
0,2010/07/17,0.0,0.0,-0.508,0.0,-0.088,0.0,0.0,29.004,0.0
1,2010/07/18,0.0,0.0,-0.477,0.0,-0.327,0.0,0.0,34.476,0.0
2,2010/07/19,0.0,0.0,-0.184,0.0,-0.49,0.075,0.0,39.948,0.0
3,2010/07/20,0.0,0.0,0.005,0.0,-0.532,0.08,0.0,45.421,0.0
4,2010/07/21,0.0,0.0,0.163,0.0,-0.599,0.079,0.0,50.893,0.0
5,2010/07/22,0.0,0.0,-0.009,0.0,-0.592,0.071,0.0,56.365,0.0
6,2010/07/23,0.0,0.0,-0.141,0.0,-0.671,0.063,0.0,61.837,0.0
7,2010/07/24,0.0,-0.001,-0.222,65.743,-0.73,0.059,0.0,67.278,0.0
8,2010/07/25,0.0,0.012,-0.276,64.558,-0.754,0.055,0.0,72.683,0.0
9,2010/07/26,0.0,0.024,0.624,60.058,0.44,0.054,0.0,78.088,0.0
10,2010/07/27,0.0,0.013,0.761,48.523,0.766,0.055,0.0,85.418,0.0
11,2010/07/28,0.0,0.014,0.717,53.541,0.879,0.058,0.0,92.911,0.0
12,2010/07/29,0.0,0.011,0.765,57.499,0.756,0.062,0.0,100.405,0.0
13,2010/07/30,0.0,0.007,0.854,57.027,0.714,0.065,0.0,107.899,0.0
14,2010/07/31,0.0,0.009,0.773,59.878,0.551,0.066,0.0,115.392,0.0
15,2010/08/01,0.0,-0.021,0.796,55.166,0.519,0.064,0.0,122.886,0.0
16,2010/08/02,0.0,-0.021,-0.076,50.517,0.548,0.062,0.0,130.379,0.0
17,2010/08/03,0.0,-0.013,-0.084,47.835,0.678,0.061,0.0,137.873,0.0
18,2010/08/04,0.0,-0.014,-0.175,53.915,0.541,0.06,0.0,145.367,0.0
19,2010/08/05,0.0,-0.011,-0.141,42.702,0.624,0.06,0.0,153.231,0.0
20,2010/08/06,0.0,-0.007,-0.17,33.673,0.685,0.061,0.0,164.186,0.0
21,2010/08/07,0.0,0.059,-0.129,41.63,0.645,0.061,0.0,175.142,0.0
22,2010/08/08,0.0,-0.008,-0.152,44.419,0.644,0.06,0.0,186.097,0.0
23,2010/08/09,0.0,0.078,0.093,42.709,0.018,0.063,0.0,197.052,0.0
24,2010/08/10,0.0,0.0,-0.019,47.071,-0.103,0.066,0.0,208.008,0.0
25,2010/08/11,0.0,0.0,0.265,46.712,0.09,0.066,0.0,218.963,0.0
26,2010/08/12,0.0,0.0,0.085,45.591,-0.055,0.067,0.0,229.526,0.0
27,2010/08/13,0.0,0.0,0.21,41.733,0.04,0.066,0.0,239.752,0.0
28,2010/08/14,0.0,-0.069,0.166,55.706,0.037,0.066,0.0,249.978,0.0
29,2010/08/15,0.0,0.0,0.151,32.975,-0.001,0.066,0.0,260.897,0.0
30,2010/08/16,0.0,-0.069,0.111,35.597,0.205,0.065,0.0,271.905,0.0
31,2010/08/17,0.0,0.0,0.31,34.909,0.291,0.066,0.0,282.912,0.0
32,2010/08/18,0.0,0.036,0.091,40.123,0.356,0.068,0.0,293.92,0.0
33,2010/08/19,0.0,0.0,0.203,38.535,0.288,0.068,0.0,304.928,0.0
34,2010/08/20,0.0,0.0,0.157,47.224,0.367,0.067,0.0,315.935,0.0
35,2010/08/21,0.0,0.0,0.188,38.461,0.354,0.066,0.0,326.943,0.0
36,2010/08/22,0.0,0.0,0.241,44.815,0.392,0.066,0.0,337.951,0.0
37,2010/08/23,0.0,-0.013,0.085,41.633,0.197,0.066,0.0,348.958,0.0
38,2010/08/24,0.0,0.017,-0.007,41.577,0.304,0.065,0.0,359.966,0.0
39,2010/08/25,0.0,-0.036,-0.051,40.466,0.04,0.065,0.0,370.974,0.0
40,2010/08/26,0.0,0.0,-0.033,39.832,0.169,0.065,0.0,380.215,0.0
41,2010/08/27,0.0,0.0,-0.021,29.638,0.136,0.065,0.0,392.854,0.0
42,2010/08/28,0.0,0.0,-0.068,32.795,0.119,0.065,0.0,405.494,0.0
43,2010/08/29,0.0,0.008,-0.172,35.92,0.068,0.064,0.0,418.133,0.0
44,2010/08/30,0.0,0.009,-0.211,35.531,-0.126,0.065,0.0,430.772,0.0
45,2010/08/31,0.0,-0.013,-0.164,39.931,-0.17,0.063,0.0,443.411,0.0
46,2010/09/01,0.0,0.002,-0.117,31.92,-0.169,0.063,0.0,456.05,0.0
47,2010/09/02,0.0,0.0,-0.128,39.207,-0.162,0.062,0.0,468.689,0.0
48,2010/09/03,0.0,0.0,-0.196,40.182,-0.217,0.062,0.0,481.328,0.0
49,2010/09/04,0.0,0.0,-0.096,43.492,-0.164,0.062,0.0,493.472,0.0
50,2010/09/05,0.0,-0.007,0.065,37.296,-0.108,0.062,0.0,502.513,0.0
51,2010/09/06,0.0,-0.009,0.09,38.169,-0.121,0.062,0.0,511.554,0.0
52,2010/09/07,0.0,-0.004,-0.035,45.655,-0.199,0.062,0.0,520.595,0.0
53,2010/09/08,0.0,-0.002,-0.071,37.004,-0.188,0.062,0.0,532.077,0.0
54,2010/09/09,0.0,0.003,-0.089,27.383,-0.218,0.061,0.0,544.101,0.0
55,2010/09/10,0.0,0.0,-0.094,47.17,-0.29,0.061,0.0,556.125,0.0
56,2010/09/11,0.0,0.0,-0.154,39.701,-0.25,0.062,0.0,568.149,0.0
57,2010/09/12,0.0,0.003,-0.163,43.918,-0.098,0.062,0.0,580.173,0.0
58,2010/09/13,0.0,0.0,-0.287,41.218,-0.197,0.062,0.0,592.197,0.0
59,2010/09/14,0.0,0.0,-0.331,50.872,-0.366,0.062,0.0,602.962,0.0
60,2010/09/15,0.0,0.0,-0.313,39.897,-0.384,0.062,0.0,609.666,0.0
61,2010/09/16,0.0,-0.003,-0.181,53.609,-0.271,0.062,0.0,616.369,0.0
62,2010/09/17,0.0,0.0,0.418,42.217,0.323,0.061,0.0,623.073,0.0
63,2010/09/18,0.0,0.004,0.507,48.804,0.353,0.06,0.0,629.777,0.0
64,2010/09/19,0.0,-0.003,0.581,36.218,0.418,0.061,0.0,642.495,0.0
65,2010/09/20,0.0,0.0,0.789,37.339,0.502,0.062,0.0,656.03,0.0
66,2010/09/21,0.0,0.0,0.836,35.435,0.505,0.062,0.0,669.565,0.0
67,2010/09/22,0.0,0.0,0.818,41.411,0.504,0.062,0.0,683.101,0.0
68,2010/09/23,0.0,0.0,0.925,50.021,0.744,0.062,0.0,696.636,0.0
69,2010/09/24,0.0,0.0,0.397,40.918,0.815,0.062,0.0,710.171,0.0
70,2010/09/25,0.0,-0.004,0.472,39.443,0.98,0.062,0.0,723.547,0.0
71,2010/09/26,0.0,0.0,0.413,44.579,0.994,0.062,0.0,733.362,0.0
72,2010/09/27,0.0,0.0,0.725,45.983,1.514,0.062,0.0,743.176,0.0
73,2010/09/28,0.0,0.024,1.892,38.254,2.728,0.062,0.0,755.008,0.0
74,2010/09/29,0.0,0.0,1.953,26.927,2.771,0.062,0.0,778.184,0.0
75,2010/09/30,0.0,0.0,1.668,34.129,2.593,0.062,0.0,801.36,0.0
76,2010/10/01,0.0,0.01,1.577,33.65,1.974,0.062,0.0,824.536,0.0
77,2010/10/02,0.0,0.0,2.001,28.58,2.474,0.062,0.0,847.712,0.0
78,2010/10/03,0.0,0.0,1.923,44.462,2.336,0.061,0.0,870.889,0.0
79,2010/10/04,0.0,0.0,1.277,44.313,2.002,0.061,0.0,894.065,0.0
80,2010/10/05,0.0,-0.024,0.212,37.789,2.104,0.061,0.0,917.241,0.0
81,2010/10/06,0.0,0.0,0.159,50.251,2.112,0.062,0.0,940.417,0.0
82,2010/10/07,0.0,0.0,0.762,43.474,2.431,0.064,0.0,963.593,0.0
83,2010/10/08,0.0,-0.01,0.99,52.116,2.567,0.071,0.0,984.328,0.0
84,2010/10/09,0.0,0.0,0.683,61.349,2.685,0.081,0.0,1005.0,0.0
85,2010/10/10,0.0,0.0,0.896,66.732,2.819,0.09,0.0,1025.0,0.0
86,2010/10/11,0.0,0.0,1.075,55.946,2.352,0.093,0.0,1045.0,0.0
87,2010/10/12,0.0,0.0,0.997,56.428,1.209,0.094,0.0,1067.0,0.0
88,2010/10/13,0.0,0.008,1.197,63.295,1.356,0.096,0.0,1089.0,0.0
89,2010/10/14,0.0,0.0,0.842,67.591,1.604,0.1,10.155,1111.0,0.005
90,2010/10/15,0.0,0.0,0.563,52.083,1.553,0.102,10.938,1133.0,0.005
91,2010/10/16,0.0,0.0,0.502,64.993,1.185,0.102,11.69,1155.0,0.005
92,2010/10/17,0.0,0.0,0.317,51.521,1.213,0.102,11.965,1177.0,0.005
93,2010/10/18,0.0,0.0,0.597,51.335,1.671,0.102,12.55,1200.0,0.005
94,2010/10/19,0.0,0.0,0.406,55.77,1.403,0.1,12.897,1216.0,0.005
95,2010/10/20,0.0,-0.008,0.325,53.862,1.522,0.1,13.226,1231.0,0.005
96,2010/10/21,0.0,0.0,0.133,31.012,0.975,0.101,13.692,1266.0,0.005
97,2010/10/22,0.0,0.0,0.247,36.686,0.81,0.103,13.889,1307.0,0.005
98,2010/10/23,0.0,0.001,0.077,40.88,0.578,0.105,13.779,1348.0,0.004
99,2010/10/24,0.0,0.0,0.027,47.846,0.344,0.109,13.942,1389.0,0.004
100,2010/10/25,0.0,0.0,-0.146,41.367,0.45,0.11,14.528,1430.0,0.004
101,2010/10/26,0.0,0.0,0.209,56.416,0.615,0.126,15.299,1471.0,0.004
102,2010/10/27,0.0,0.0,0.248,58.092,0.573,0.15,16.285,1512.0,0.004
103,2010/10/28,0.0,0.0,0.198,65.732,0.33,0.169,17.444,1551.0,0.004
104,2010/10/29,0.0,0.0,0.052,63.365,0.299,0.18,17.81,1579.0,0.003
105,2010/10/30,0.0,-0.001,0.002,69.231,0.078,0.188,18.002,1608.0,0.003
106,2010/10/31,0.0,0.0,0.106,39.634,0.132,0.192,18.504,1667.0,0.003
107,2010/11/01,0.0,0.0,0.092,46.657,-0.054,0.194,18.611,1726.0,0.003
108,2010/11/02,0.0,0.0,-0.032,46.141,0.177,0.193,19.129,1785.0,0.003
109,2010/11/03,0.0,0.0,-0.192,46.799,0.056,0.193,19.406,1844.0,0.003
110,2010/11/04,0.0,0.0,-0.126,53.331,0.071,0.204,21.141,1903.0,0.003
111,2010/11/05,0.0,0.0,0.04,58.407,0.092,0.221,21.167,1962.0,0.002
112,2010/11/06,0.0,0.0,0.156,72.643,0.158,0.277,23.003,2022.0,0.002
113,2010/11/07,0.0,0.0,-0.014,78.829,0.091,0.35,24.269,2081.0,0.002
114,2010/11/08,0.0,0.013,0.682,58.905,0.774,0.337,30.011,2140.0,0.002
115,2010/11/09,0.0,0.0,0.597,39.116,0.565,0.284,30.011,2218.0,0.002
116,2010/11/10,0.0,0.0,0.494,38.436,0.302,0.241,30.081,2325.0,0.002
117,2010/11/11,0.0,0.0,0.429,37.199,0.302,0.228,29.944,2431.0,0.002
118,2010/11/12,0.0,0.0,0.355,37.359,0.395,0.237,29.929,2536.0,0.002
119,2010/11/13,0.0,0.0,0.158,50.69,0.314,0.261,29.959,2642.0,0.002
120,2010/11/14,0.0,0.0,0.335,47.265,0.321,0.274,29.82,2747.0,0.002
121,2010/11/15,0.0,-0.008,-0.405,42.04,0.276,0.276,29.488,2852.0,0.002
122,2010/11/16,0.0,0.0,-0.39,42.906,0.206,0.26,29.064,2958.0,0.001
123,2010/11/17,0.0,0.0,-0.148,41.637,0.346,0.241,29.135,3063.0,0.001
124,2010/11/18,0.0,0.0,-0.144,38.964,0.284,0.239,28.71,3181.0,0.001
125,2010/11/19,0.0,0.001,-0.154,28.942,0.201,0.256,28.113,3364.0,0.001
126,2010/11/20,0.0,0.017,0.092,37.321,0.25,0.273,27.596,3527.0,0.001
127,2010/11/21,0.0,0.015,-0.015,40.667,0.32,0.278,27.066,3684.0,0.002
128,2010/11/22,0.0,0.008,0.026,42.137,-0.38,0.279,27.035,3842.0,0.002
129,2010/11/23,0.0,0.012,0.143,38.257,-0.247,0.281,27.217,3999.0,0.002
130,2010/11/24,0.0,0.002,0.18,45.078,0.032,0.282,26.68,4156.0,0.002
131,2010/11/25,0.0,0.0,0.309,47.717,0.165,0.282,26.156,4314.0,0.002
132,2010/11/26,0.0,0.003,0.35,41.472,0.196,0.282,26.001,4471.0,0.002
133,2010/11/27,0.0,-0.017,0.196,39.763,0.288,0.283,25.77,4628.0,0.002
134,2010/11/28,0.0,-0.015,0.209,43.674,0.193,0.28,25.529,4785.0,0.002
135,2010/11/29,0.0,-0.013,0.176,42.371,0.202,0.267,25.395,4941.0,0.002
136,2010/11/30,0.0,-0.011,0.237,30.474,0.38,0.24,25.47,5077.0,0.002
137,2010/12/01,0.0,-0.002,0.313,29.976,0.492,0.225,25.427,5243.0,0.002
138,2010/12/02,0.0,0.001,0.498,31.711,0.806,0.23,25.575,5410.0,0.002
139,2010/12/03,0.0,-0.004,0.729,36.397,1.08,0.242,25.408,5576.0,0.002
140,2010/12/04,0.0,0.0,0.813,36.072,1.009,0.239,25.638,5742.0,0.002
141,2010/12/05,0.0,0.001,0.848,29.897,1.057,0.221,25.297,5908.0,0.002
142,2010/12/06,0.0,0.0,0.664,31.121,0.84,0.214,25.715,6074.0,0.002
143,2010/12/07,0.0,0.001,0.46,34.11,0.697,0.212,25.861,6241.0,0.002
144,2010/12/08,0.0,0.0,0.275,40.834,0.587,0.227,25.591,6407.0,0.002
145,2010/12/09,0.0,0.0,-0.052,29.702,0.446,0.222,25.438,6559.0,0.002
146,2010/12/10,0.0,0.001,-0.241,20.267,0.488,0.212,25.196,6816.0,0.002
147,2010/12/11,0.0,0.002,-0.279,33.324,0.534,0.211,25.329,7073.0,0.002
148,2010/12/12,0.0,0.002,-0.364,30.827,0.484,0.213,25.122,7330.0,0.002
149,2010/12/13,0.0,0.005,0.155,29.327,0.819,0.217,25.908,7588.0,0.002
150,2010/12/14,0.0,0.0,0.166,44.38,0.626,0.228,26.269,7845.0,0.002
151,2010/12/15,0.0,0.0,0.099,44.635,0.374,0.237,26.628,8102.0,0.002
152,2010/12/16,0.0,0.001,0.124,38.71,0.073,0.242,26.898,8359.0,0.002
153,2010/12/17,0.0,0.003,0.064,39.917,-0.178,0.244,27.041,8616.0,0.002
154,2010/12/18,0.0,-0.001,0.006,43.529,-0.274,0.245,27.343,8861.0,0.002
155,2010/12/19,0.0,0.0,-0.103,49.028,-0.468,0.244,27.697,9040.0,0.002
156,2010/12/20,0.0,-0.005,-0.343,40.342,-0.188,0.249,27.585,9220.0,0.002
157,2010/12/21,0.0,0.001,-0.551,50.584,-0.385,0.25,27.866,9411.0,0.002
158,2010/12/22,0.0,0.002,-0.435,35.746,-0.336,0.249,27.934,9665.0,0.002
159,2010/12/23,0.0,-0.001,-0.42,42.18,-0.296,0.248,27.984,9919.0,0.002
160,2010/12/24,0.0,-0.003,-0.443,41.967,-0.38,0.249,27.991,10173.0,0.002
161,2010/12/25,0.0,0.0,-0.376,46.204,-0.371,0.249,28.347,10427.0,0.002
162,2010/12/26,0.0,0.0,-0.257,42.517,-0.361,0.253,28.402,10681.0,0.002
163,2010/12/27,0.0,0.0,-0.176,49.614,-0.519,0.256,28.765,10935.0,0.002
164,2010/12/28,0.0,0.0,0.021,46.824,-0.531,0.265,28.645,11189.0,0.002
165,2010/12/29,0.0,-0.001,-0.246,51.08,-0.681,0.276,29.371,11442.0,0.002
166,2010/12/30,0.0,0.0,-0.282,58.242,-0.702,0.288,29.433,11686.0,0.002
167,2010/12/31,0.0,-0.001,-0.372,53.354,-0.816,0.296,29.492,11900.0,0.002
168,2011/01/01,0.0,0.0,-0.442,58.015,-0.818,0.297,29.389,12113.0,0.002
169,2011/01/02,0.0,0.0,-0.447,51.474,-0.705,0.297,29.278,12327.0,0.002
170,2011/01/03,0.0,0.009,-0.577,38.137,-0.753,0.295,29.02,12588.0,0.002
171,2011/01/04,0.0,-0.001,-0.547,43.254,-0.526,0.296,28.65,12862.0,0.002
172,2011/01/05,0.0,-0.001,-0.282,49.114,-0.528,0.295,28.265,13137.0,0.002
173,2011/01/06,0.0,0.0,-0.275,39.743,-0.557,0.297,27.946,13411.0,0.002
174,2011/01/07,0.0,0.0,-0.19,58.327,-0.562,0.303,27.708,13685.0,0.002
175,2011/01/08,0.0,-0.001,-0.148,48.765,-0.59,0.311,27.384,13955.0,0.002
176,2011/01/09,0.0,0.001,-0.081,55.31,-0.529,0.318,27.005,14090.0,0.002
177,2011/01/10,0.0,-0.01,-0.223,48.699,-0.8,0.323,26.858,14225.0,0.002
178,2011/01/11,0.0,0.0,-0.082,56.564,-0.629,0.325,26.817,14360.0,0.002
179,2011/01/12,0.0,0.003,-0.181,50.6,-0.463,0.324,26.589,14495.0,0.002
180,2011/01/13,0.0,-0.001,-0.037,54.387,-0.312,0.321,26.667,14630.0,0.002
181,2011/01/14,0.0,0.0,0.031,59.855,-0.159,0.339,26.614,14766.0,0.002
182,2011/01/15,0.0,0.001,-0.012,51.087,-0.16,0.369,26.541,14931.0,0.002
183,2011/01/16,0.0,-0.001,0.068,56.757,-0.013,0.387,26.56,15137.0,0.002
184,2011/01/17,0.0,0.001,0.236,51.962,0.013,0.381,26.545,15343.0,0.002
185,2011/01/18,0.0,0.0,0.046,34.834,-0.036,0.354,26.895,15549.0,0.002
186,2011/01/19,0.0,-0.003,-0.01,44.165,-0.192,0.328,26.752,15755.0,0.002
187,2011/01/20,0.0,0.001,-0.086,53.51,-0.123,0.335,26.6,15950.0,0.002
188,2011/01/21,0.0,0.0,-0.11,51.975,-0.079,0.372,26.481,16082.0,0.002
189,2011/01/22,0.0,0.005,-0.083,63.499,-0.094,0.407,26.359,16213.0,0.002
190,2011/01/23,0.0,0.004,0.033,61.373,0.102,0.432,26.502,16345.0,0.002
191,2011/01/24,0.0,0.001,-0.044,66.197,0.193,0.435,26.414,16477.0,0.002
192,2011/01/25,0.0,0.001,-0.005,49.747,0.041,0.425,26.393,16609.0,0.002
193,2011/01/26,0.0,0.001,-0.044,52.692,-0.054,0.417,26.408,16740.0,0.002
194,2011/01/27,0.0,0.008,2.807,41.342,2.722,0.415,37.064,16942.0,0.002
195,2011/01/28,0.0,0.0,2.773,44.769,2.663,0.425,36.656,17193.0,0.002
196,2011/01/29,0.0,0.0,2.763,50.956,2.68,0.435,36.338,17444.0,0.002
197,2011/01/30,0.0,0.033,2.505,46.709,2.538,0.451,37.07,17695.0,0.003
198,2011/01/31,0.0,0.007,2.484,63.945,2.44,0.478,37.748,17946.0,0.003
199,2011/02/01,0.0,0.01,2.64,66.194,2.636,0.557,38.566,18197.0,0.003
200,2011/02/02,0.0,-0.001,2.626,76.495,2.582,0.649,39.709,18400.0,0.003
201,2011/02/03,0.0,-0.006,-0.176,78.026,2.631,0.695,40.129,18591.0,0.003
202,2011/02/04,0.0,0.001,-0.203,83.818,2.57,0.737,40.184,18781.0,0.003
203,2011/02/05,0.0,-0.004,-0.144,81.031,2.619,0.813,40.919,18971.0,0.003
204,2011/02/06,0.0,-0.037,-0.233,84.815,2.272,0.876,41.731,19161.0,0.003
205,2011/02/07,0.0,-0.006,0.006,87.019,2.49,0.897,44.226,19351.0,0.003
206,2011/02/08,0.0,-0.009,-0.224,49.929,2.416,0.902,44.82,19641.0,0.003
207,2011/02/09,0.0,0.0,0.032,64.008,2.659,0.949,46.126,19964.0,0.003
208,2011/02/10,0.0,0.008,-0.074,59.994,-0.249,0.998,47.531,20287.0,0.003
209,2011/02/11,0.0,0.004,-0.105,59.582,-0.309,1.022,48.896,20610.0,0.003
210,2011/02/12,0.0,0.006,-0.198,61.877,-0.342,1.036,49.403,20933.0,0.003
211,2011/02/13,0.0,0.001,-0.1,62.251,-0.333,1.044,49.638,21256.0,0.003
212,2011/02/14,0.0,0.027,-0.33,60.638,-0.325,1.052,50.052,21549.0,0.004
213,2011/02/15,0.0,0.0,-0.198,68.058,-0.422,1.053,49.907,21801.0,0.004
214,2011/02/16,0.0,0.005,-0.36,61.148,-0.328,1.05,49.487,22053.0,0.004
215,2011/02/17,0.0,-0.009,-0.358,47.765,-0.431,1.046,49.352,22305.0,0.004
216,2011/02/18,0.0,0.0,-0.362,29.962,-0.467,1.005,49.489,22827.0,0.003
217,2011/02/19,0.0,-0.001,-0.333,23.836,-0.53,0.942,50.602,23428.0,0.003
218,2011/02/20,0.0,0.0,-0.199,36.406,-0.299,0.908,51.691,24029.0,0.003
219,2011/02/21,0.0,-0.026,-0.202,32.008,-0.532,0.865,52.685,24629.0,0.003
220,2011/02/22,0.0,0.0,-0.364,34.799,-0.562,0.858,54.518,25230.0,0.003
221,2011/02/23,0.0,-0.002,-0.332,42.318,-0.692,0.878,56.48,25831.0,0.003
222,2011/02/24,0.0,0.001,-0.353,37.935,-0.711,0.929,57.45,26431.0,0.003
223,2011/02/25,0.0,-0.001,-0.297,42.761,-0.659,0.944,57.949,27032.0,0.003
224,2011/02/26,0.0,-0.003,-0.291,48.805,-0.624,0.942,58.412,27563.0,0.003
225,2011/02/27,0.0,0.008,0.109,30.987,-0.09,0.93,58.826,28324.0,0.003
226,2011/02/28,0.0,0.003,-0.05,26.161,-0.252,0.901,58.93,29443.0,0.003
227,2011/03/01,0.0,0.004,0.302,30.088,-0.062,0.891,65.042,30563.0,0.004
228,2011/03/02,0.0,0.002,-2.187,39.169,-2.52,0.908,88.397,31682.0,0.004
229,2011/03/03,0.0,0.079,-2.221,39.499,-2.574,0.921,87.907,32801.0,0.005
230,2011/03/04,0.0,0.003,-2.302,38.819,-2.599,0.916,89.012,33920.0,0.005
231,2011/03/05,0.0,0.015,-2.245,40.919,-2.536,0.911,88.308,35040.0,0.005
232,2011/03/06,0.0,0.034,-2.72,35.018,-2.611,0.907,88.159,36159.0,0.005
233,2011/03/07,0.0,0.056,-2.532,29.573,-2.582,0.892,88.296,37278.0,0.006
234,2011/03/08,0.0,0.039,-2.782,37.09,-2.481,0.882,87.827,38397.0,0.006
235,2011/03/09,0.0,0.039,-0.302,32.64,-2.49,0.868,88.411,39753.0,0.007
236,2011/03/10,0.0,-0.037,-0.343,26.601,-2.565,0.882,90.495,41459.0,0.007
237,2011/03/11,0.0,0.101,-0.396,36.927,-2.698,0.885,91.063,43132.0,0.009
238,2011/03/12,0.0,0.003,-0.554,38.831,-2.798,0.894,90.107,44805.0,0.009
239,2011/03/13,0.0,-0.013,-0.63,33.439,-3.351,0.895,89.618,46478.0,0.009
240,2011/03/14,0.0,-0.03,-0.509,38.918,-3.04,0.895,89.191,48152.0,0.009
241,2011/03/15,0.0,-0.011,-0.52,40.505,-3.303,0.888,88.057,49825.0,0.01
242,2011/03/16,0.0,-0.017,-0.423,38.703,-0.725,0.875,87.038,51498.0,0.01
243,2011/03/17,0.0,-0.023,-0.206,41.067,-0.55,0.852,86.0,53171.0,0.01
244,2011/03/18,0.0,-0.085,0.018,31.817,-0.378,0.839,85.428,54844.0,0.011
245,2011/03/19,0.0,-0.001,0.115,37.018,-0.439,0.802,84.183,56517.0,0.011
246,2011/03/20,0.0,0.006,0.136,41.147,-0.494,0.772,82.897,57921.0,0.011
247,2011/03/21,0.0,0.087,0.103,38.182,-0.406,0.76,81.508,59245.0,0.013
248,2011/03/22,0.0,0.153,0.048,33.198,-0.472,0.771,81.292,60570.0,0.015
249,2011/03/23,0.0,0.21,0.042,53.937,-0.381,0.803,80.522,61894.0,0.017
250,2011/03/24,0.0,0.096,-0.1,44.845,-0.307,0.832,80.924,63219.0,0.018
251,2011/03/25,0.0,0.042,-0.205,60.509,-0.187,0.859,81.89,64323.0,0.019
252,2011/03/26,0.0,0.046,-0.168,48.046,-0.053,0.868,81.92,65407.0,0.02
253,2011/03/27,0.0,0.056,-0.247,48.736,-0.11,0.848,81.187,66491.0,0.021
254,2011/03/28,0.0,-0.064,-0.34,54.596,-0.238,0.824,80.225,67575.0,0.022
255,2011/03/29,0.0,-0.142,-0.242,47.627,-0.194,0.805,79.171,68379.0,0.022
256,2011/03/30,0.0,-0.18,-0.404,48.457,-0.361,0.796,78.64,68826.0,0.023
257,2011/03/31,0.0,-0.074,-0.398,52.556,-0.499,0.79,78.045,69272.0,0.023
258,2011/04/01,0.0,-0.022,-0.38,43.989,-0.585,0.782,77.177,69718.0,0.024
259,2011/04/02,0.0,-0.035,-0.585,47.472,-0.753,0.779,76.398,70164.0,0.024
260,2011/04/03,0.0,-0.04,-0.513,48.744,-0.76,0.779,75.493,70611.0,0.024
261,2011/04/04,0.0,0.013,-0.556,41.87,-0.897,0.754,74.832,71057.0,0.025
262,2011/04/05,0.0,0.015,-0.57,41.518,-0.812,0.723,74.058,71535.0,0.026
263,2011/04/06,0.0,0.014,-0.454,30.304,-0.858,0.727,73.185,72427.0,0.027
264,2011/04/07,0.0,0.001,-0.387,37.469,-0.785,0.74,72.665,73319.0,0.027
265,2011/04/08,0.0,0.011,-0.386,45.275,-0.767,0.75,72.264,73975.0,0.028
266,2011/04/09,0.0,0.025,-0.33,38.016,-0.915,0.746,72.005,74180.0,0.028
267,2011/04/10,0.0,0.014,-0.319,45.501,-0.833,0.744,71.219,74385.0,0.029
268,2011/04/11,0.0,-0.011,-0.228,43.734,-0.784,0.748,70.395,74590.0,0.03
269,2011/04/12,0.0,0.003,-0.318,48.544,-0.887,0.785,70.047,74795.0,0.03
270,2011/04/13,0.0,-0.026,-0.358,58.386,-0.812,0.844,69.978,75001.0,0.031
271,2011/04/14,0.01,0.143,0.111,57.455,-0.276,0.918,69.519,75206.0,0.033
272,2011/04/15,0.0,-0.015,0.097,59.581,-0.289,0.969,69.086,75411.0,0.033
273,2011/04/16,0.0,-0.013,0.189,73.147,-0.141,1.002,71.135,75616.0,0.034
274,2011/04/17,-0.01,-0.041,-0.075,74.408,-0.395,1.045,83.248,75821.0,0.034
275,2011/04/18,0.0,-0.012,-0.185,54.22,-0.413,1.105,82.488,76263.0,0.035
276,2011/04/19,0.0,0.014,1.191,65.155,0.874,1.153,99.765,76801.0,0.035
277,2011/04/20,0.0,0.059,1.161,51.995,0.803,1.166,138.732,77340.0,0.037
278,2011/04/21,0.0,-0.138,0.393,52.448,0.504,1.172,141.51,77878.0,0.037
279,2011/04/22,0.0,0.026,0.382,68.584,0.479,1.24,140.565,78417.0,0.038
280,2011/04/23,0.0,0.02,0.088,73.384,0.277,1.405,139.918,78955.0,0.039
281,2011/04/24,0.0,0.062,0.26,76.159,0.185,1.591,138.529,79713.0,0.039
282,2011/04/25,0.0,0.051,0.349,79.454,0.164,1.627,136.808,80492.0,0.041
283,2011/04/26,0.0,-0.021,-0.95,68.626,0.241,1.661,135.714,81271.0,0.041
284,2011/04/27,0.0,0.001,-0.873,72.816,0.287,1.748,134.917,82050.0,0.042
285,2011/04/28,0.0,0.036,-0.746,80.787,-0.352,1.918,134.156,82829.0,0.043
286,2011/04/29,0.0,0.013,-1.045,88.488,-0.663,2.261,143.502,83608.0,0.044
287,2011/04/30,0.0,0.048,0.468,89.145,0.556,2.797,146.733,84897.0,0.045
288,2011/05/01,0.0,0.044,0.572,85.929,0.833,3.129,146.46,86254.0,0.046
289,2011/05/02,0.0,-0.046,0.538,86.453,0.887,3.199,145.914,87610.0,0.047
290,2011/05/03,0.0,-0.003,0.674,87.127,-0.275,3.247,147.359,88967.0,0.047
291,2011/05/04,0.0,-0.035,0.839,89.326,-0.035,3.347,151.677,90323.0,0.048
292,2011/05/05,0.0,0.007,0.964,89.575,0.218,3.381,151.738,91647.0,0.049
293,2011/05/06,0.0,-0.004,1.052,86.056,0.007,3.392,154.768,92558.0,0.05
294,2011/05/07,0.0,-0.048,-0.104,85.046,0.364,3.465,155.817,93469.0,0.05
